id,objectid,parentid,title,display_template,format,type,object_location,image_small,image_thumb,credits,caption,represents,uri,accession_number,actual_weight,architect,architect_evidence,architectural_order,assoc_building,attributed_by,beazley_number,building_type,category,ceramic_phase,collection,collection_history,commentary,comparanda,condit,condition_description,context,context_mod,culture,date_description,date_for_sort,decoration_description,denomination,description,die_axis,dimensions,documentary_references,donor,end_date,end_mod,entered_by,essay_number,essay_text,exploration,extent,findspot,findspot_mod,form_style_description,graffiti,history,human_name,image,images,in_group,in_whole,inscription,inscription_bibliography,inscriptions,issuing_authority,location,material,material_description,name,object_function,obverse_legend,obverse_type,original,original_or_copy,other_bibliography,other_notes,painter,painter_mod,period,period_for_sort,periods,perseus_version,physical,placement,plan,potter,potter_mod,primary_citation,region,relief,reverse_legend,reverse_type,scale,scale_for_sort,sculptor,sculptor_mod,sculpture_type,see_also,shape,shape_description,site_type,sources_used,start_date,start_mod,style,subject_description,summary,technique,technique_description,objtype,unitary_date,unitary_mod,ware
aa_3952,aa_3952,,Malibu 86.AE.155,compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/1990.05.0318/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.05.0318/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.05.0318/full/^50,/0/default.jpg",,,,,,,,,,,,350187,,,,"Malibu, The J. Paul Getty Museum",,,,,,,,,,-570.0,,,,,,,,,,,,,,,,,,,,,1990.05.0318,1990.05.0318,,,,,,,Perseus,,,Malibu 86.AE.155,,,,,,,,Heidelberg Painter,Attributed to the,Archaic,25. Archaic,,4.9,,,,,,,,,,,,,,,,,Siana cup,,,,,,,,Side A: battle scene<lb>Rim: lotus bud festoon.,,,Vase,-570,ca.,Attic Black Figure
1990.05.0318,i1990050318,aa_3952,Side A: battle scene with lotus bud festoon on rim,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.05.0318/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.05.0318/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.05.0318/full/^50,/0/default.jpg","Collection of The J. Paul Getty Museum, Malibu, California",Side A: battle scene with lotus bud festoon on rim,aa_3952,https://iiif.perseus.tufts.edu/iiif/3/1990.05.0318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa_3953,aa_3953,,Malibu 85.AE.145,compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/1990.05.0407/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.05.0407/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.05.0407/full/^50,/0/default.jpg",,,,,,,,,,,,,,,,"Malibu, The J. Paul Getty Museum",,,,,,,,,,-1265.0,,,,,,,,-1230,ca.,,,,,,,,,,,,"1990.05.0407,1990.05.0408,1990.05.0409,1990.05.0410,1990.05.0411,1990.05.0412","1990.05.0407,1990.05.0408,1990.05.0409,1990.05.0410,1990.05.0411,1990.05.0412",,,,,,,Perseus,,,Malibu 85.AE.145,,,,,,,,Painter 20,,,,,-1.0,,,,,,,,,,,,,,,,,Mycenaean sieve jug,,,,-1300,ca.,,,"Figural frieze with a sphinx, bull, man, two birds.",,,Vase,,,Mycenaean
1990.05.0407,i1990050407,aa_3953,"Mycenean sieve jug; full view, handle back right",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.05.0407/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.05.0407/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.05.0407/full/^50,/0/default.jpg","Collection of The J. Paul Getty Museum, Malibu, California","Mycenean sieve jug; full view, handle back right",aa_3953,https://iiif.perseus.tufts.edu/iiif/3/1990.05.0407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.05.0408,i1990050408,aa_3953,"Mycenean sieve jug; man, full view",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.05.0408/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.05.0408/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.05.0408/full/^50,/0/default.jpg","Collection of The J. Paul Getty Museum, Malibu, California","Mycenean sieve jug; man, full view",aa_3953,https://iiif.perseus.tufts.edu/iiif/3/1990.05.0408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.05.0409,i1990050409,aa_3953,Mycenean sieve jug; sieve spout and bird,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.05.0409/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.05.0409/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.05.0409/full/^50,/0/default.jpg","Collection of The J. Paul Getty Museum, Malibu, California",Mycenean sieve jug; sieve spout and bird,aa_3953,https://iiif.perseus.tufts.edu/iiif/3/1990.05.0409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.05.0410,i1990050410,aa_3953,Mycenean sieve jug; handle,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.05.0410/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.05.0410/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.05.0410/full/^50,/0/default.jpg","Collection of The J. Paul Getty Museum, Malibu, California",Mycenean sieve jug; handle,aa_3953,https://iiif.perseus.tufts.edu/iiif/3/1990.05.0410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.05.0411,i1990050411,aa_3953,"Mycenean sieve jug; bird, full view",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.05.0411/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.05.0411/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.05.0411/full/^50,/0/default.jpg","Collection of The J. Paul Getty Museum, Malibu, California","Mycenean sieve jug; bird, full view",aa_3953,https://iiif.perseus.tufts.edu/iiif/3/1990.05.0411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.05.0412,i1990050412,aa_3953,"Mycenean sieve jug; bull and bird, full view",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.05.0412/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.05.0412/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.05.0412/full/^50,/0/default.jpg","Collection of The J. Paul Getty Museum, Malibu, California","Mycenean sieve jug; bull and bird, full view",aa_3953,https://iiif.perseus.tufts.edu/iiif/3/1990.05.0412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa_3954,aa_3954,,Boston 24.1993,compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/1997.03.1843/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1997.03.1843/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1997.03.1843/full/^50,/0/default.jpg",,,,,,,,,,,,,,,,"Museum of Fine Arts, Boston","Loaned by Dubroff Family Trust. Ex Sotheby's, London 10-11 Dec. 1992, lot 42.",,,,,Cologne,Said to be from,,,150.0,,,,,H. 0.179 m,,,200,ca.,Pamela J. Russell,,,,,,,,,,,1997.03.1843,1997.03.1843,,,,,,,Perseus,,,Boston 24.1993,,,,,,,,,,Roman Imperial,,,4.0,,,,,,,Germany,,,,,,,,,,Beaker,,,,100,ca.,,,Gray slip and trailed decoration of ivy vine around body,,,Vase,,,Thin-walled
1997.03.1843,i1997031843,aa_3954,Beaker,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1997.03.1843/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1997.03.1843/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1997.03.1843/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Museum of Fine Arts, Boston",Beaker,aa_3954,https://iiif.perseus.tufts.edu/iiif/3/1997.03.1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.03.1761,i1997031761,aa_3959,Skyphos,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1997.03.1761/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1997.03.1761/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1997.03.1761/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Museum of Fine Arts, Boston",Skyphos,aa_3959,https://iiif.perseus.tufts.edu/iiif/3/1997.03.1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.03.1762,i1997031762,aa_3959,"Skyphos, detail of interior",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1997.03.1762/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1997.03.1762/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1997.03.1762/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Museum of Fine Arts, Boston","Skyphos, detail of interior",aa_3959,https://iiif.perseus.tufts.edu/iiif/3/1997.03.1762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa_3960,aa_3960,,Louvre G 175,compound_object,compound_object,record,,,,,,,,Campana 740,,,,,,J.D. Beazley,201933,,,,"Paris, Muse du Louvre",,,,,,,,,,-490.0,,,,,H. 0.33 m; Diam. (lip) 0.33 m,,,-480,ca.,Amy C. Smith,,,,,,,,,,,,,,,,,,,Perseus,,,Louvre G 175,,,,,,,,Berlin Painter,Attributed to the,Late Archaic,28. Late Archaic,,4.9,,,,,,"<bibl>ARV2, 206.124, 1633</bibl>; <bibl>Para, 342</bibl>; <bibl>Beazley Addenda 2, 193</bibl>",,,,,,,,,,,Krater,Bell krater with lugs,,"<bibl>CVA, Louvre 2, III.Ic, pls. 12.5, 7, 14.3-4</bibl>",-500,ca.,,,Side A: Ganymede with a hoop<lb>Side B: Zeus,,,Vase,,,Attic Red Figure
aa_3961,aa_3961,,Louvre G 163,compound_object,compound_object,record,,,,,,,,Campana 757,,,,,,J.D. Beazley,202217,,,,"Paris, Muse du Louvre",,,,,,Cerveteri,From,,,-485.0,,,,,H. 0.475 m; Diam. (lip) 0.51 m,,,-480,ca.,Amy C. Smith,,,,,,,,,,,,,,,,,,,Perseus,,,Louvre G 163,,,,,,,,Eucharides Painter,Attributed to the,Late Archaic,28. Late Archaic,,4.9,,,,,,"<bibl>ARV2, 227.12</bibl>; <bibl>Para, 347</bibl>; <bibl>Beazley Addenda 2, 199</bibl>",,,,,,,,,,,Krater,Bell krater,,"<bibl>CVA, Louvre 1, III.Ic, pls. 8.1-4, 9.1-3</bibl>",-490,ca.,,,Side A: Hypnos and Thanatos with the body of Sarpedon<lb>Side B: The mission of Achilles<lb>Elsewhere: satyrs and komos,,,Vase,,,Attic Red Figure
aa_3962,aa_3962,,Louvre F 342,compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/1992.06.1612/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1992.06.1612/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1992.06.1612/full/^50,/0/default.jpg",,,,,Campana 444,,,,,,C.H.E. Haspels,303347,,,,"Paris, Muse du Louvre",Said to have been found in Etruria in 1863.,,,,,Etruria,Said to be from,,,-500.0,"The bearded, nude giant Polyphemos, sitting on the ground, profile to the right, and leaning back, in a drunken stupor, cradles his club in his right arm and holds his knee with his left hand, while Odysseus and two of his men aim a long sharpened stick at his forehead (with which to blind him). The men all wear belted chitoniskoi, beards, and petasoi (hats); the first two advance profile to the left, towards Polyphemos, holding a long stick with which to blind him; the third stands in 3/4-view to the right and stokes a fire on the ground.",,,,H. (incl. handles) 0.22 m,,,-490,ca.,Amy C. Smith,,,,,,,,,,,"1992.06.1612,1992.06.1613","1992.06.1612,1992.06.1613",,,,,,,Perseus,,,Louvre F 342,,,,,,,,Theseus Painter,Attributed to the,Late Archaic,28. Late Archaic,,3.1,,,,,,"<bibl>ABV, 433.6, 697, 704</bibl>; <bibl>Beazley Addenda 2, 111</bibl>",,,,,,,,,,,Oinochoe,Trefoil-lipped oinochoe,,"<bibl>Boardman 1974, fig. 248</bibl>; <bibl>Pottier 1901, 131</bibl>",-510,ca.,,,The Blinding of Polyphemos,,,Vase,,,Attic Black Figure
1992.06.1612,i1992061612,aa_3962,"View of the right side: Odysseus and two men, all wearing belted chitoniskoi, beards, and petasoi (hats); the first two advance profile to the left, towards Polyphemos, holding a long stick with which to blind him; the third stands in 3/4-view to the right and stokes a fire on the ground",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1992.06.1612/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1992.06.1612/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1992.06.1612/full/^50,/0/default.jpg",Courtesy of the Muse du Louvre,"View of the right side: Odysseus and two men, all wearing belted chitoniskoi, beards, and petasoi (hats); the first two advance profile to the left, towards Polyphemos, holding a long stick with which to blind him; the third stands in 3/4-view to the right and stokes a fire on the ground",aa_3962,https://iiif.perseus.tufts.edu/iiif/3/1992.06.1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992.06.1613,i1992061613,aa_3962,"View of the left side: the bearded, nude giant Polyphemos, sitting on the ground, profile to the right, and leaning back, in a drunken stupor, cradles his club in his right arm and holds his knee with his left hand, while Odysseus and his men aim a long sharpened stick at his forehead (with which to blind him)",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1992.06.1613/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1992.06.1613/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1992.06.1613/full/^50,/0/default.jpg",Courtesy of the Muse du Louvre,"View of the left side: the bearded, nude giant Polyphemos, sitting on the ground, profile to the right, and leaning back, in a drunken stupor, cradles his club in his right arm and holds his knee with his left hand, while Odysseus and his men aim a long sharpened stick at his forehead (with which to blind him)",aa_3962,https://iiif.perseus.tufts.edu/iiif/3/1992.06.1613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa_4575,aa_4575,,RISD 69.142.1,compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/1990.03.0066/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.03.0066/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.03.0066/full/^50,/0/default.jpg",,,,,,,,,,,J.D. Beazley,209244,,,,"Museum of Art, Rhode Island School of Design","<P>Once on the antiquities market in Athens. Purchased, 1969.</P>",,"<P><bibl>Kurtz 1975, pl.19: 1, 2, 3</bibl>: <rs type=""vase"">Madrid Museo Arquelogico Nacional 19 497</rs>, <rs type=""vase"">Athens 1790</rs>, <rs type=""vase"">Athens 1958</rs>; for similar scene by same painter: <rs type=""vase"">Berlin F 3245</rs></P>","<P>Much of the black glaze has worn off the mouth, neck and handle. The surface is pitted and chipped in places.</P>",,,,,,-462.5,"<P>Woman brings gifts to the grave. On the left, a young woman approaches a central ovoid grave stele with gifts. She stands in profile facing right. On her veiled head she wears a sakkos to cover her hair and earrings. She is draped in a long transparent Ionic style chiton with loose elbow sleeves over which is draped a himation. Her left arm and hand support a basket with fillets, her right hand holds a black lekythos or oil jug for the grave. The ovoid monument sits on a platform of three steps. To the right of the scene is a young warrior who faces left towards the stele. He is shown striding, his spear raised high in his right hand. His left arm holds a foreshortened shield, on which is emblazoned the club of Herakles. He wears the a corslet over a short chiton, plumed Attic helmet and greaves. Over his back and shoulders is draped a himation.</P><P>The neck, mouth, handle, lower portion of the body, and base are glazed. The remainder is covered with a white clay slip, over which figures are drawn in lustrous glaze varying in color from black to yellow-gold. At the base of the neck are tongues. A palmette design decorates the shoulder. Below this at the junction of shoulder and body a band of meanders in groups of four broken by a blackened, checkered square runs around the vase at the top of the panel.</P>",,,,<P>H. 0.35 m.</P>,,,-450,ca.,Susan H. Allen,,,,,,,,,,,"1990.03.0066,1990.03.0067,1990.03.0068,1990.03.0069,1990.03.0070,1990.03.0071,1990.03.0072,1990.03.0073,1990.03.0074,1990.03.0075,1990.03.0076,1990.03.0077,1990.03.0078,1990.03.0079,1990.03.0080,1990.03.0081,1990.03.0082,1990.03.0083,1990.03.0084,1990.03.0085,1990.03.0086,1990.03.0087,1990.03.0088,1990.03.0089,1990.03.0090,1990.03.0091,1990.03.0092,1990.03.0093,1990.03.0094","1990.03.0066,1990.03.0067,1990.03.0068,1990.03.0069,1990.03.0070,1990.03.0071,1990.03.0072,1990.03.0073,1990.03.0074,1990.03.0075,1990.03.0076,1990.03.0077,1990.03.0078,1990.03.0079,1990.03.0080,1990.03.0081,1990.03.0082,1990.03.0083,1990.03.0084,1990.03.0085,1990.03.0086,1990.03.0087,1990.03.0088,1990.03.0089,1990.03.0090,1990.03.0091,1990.03.0092,1990.03.0093,1990.03.0094",,,,,,,Perseus,,,RISD 69.142.1,,,,,,,,Inscription Painter,Attributed to the,Early Classical,35. Early Clas.,,1.5,,,,,,"<bibl>Beazley Addenda 2, p.284, no.749.7</bibl>",,,,,,,,,,,Lekythos,<P>Standard lekythos with disk foot and false interior.</P>,,"<P><bibl>Allentown Art Museum, Aspects 94-95, no.44.</bibl></P>",-475,,,,Woman brings gifts to the grave,,,Vase,,,"Attic Red Figure, White Ground"
1990.03.0066,i1990030066,aa_4575,Overview: handle left,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.03.0066/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.03.0066/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.03.0066/full/^50,/0/default.jpg","Photograph by Brooke Hammerle, courtesy of the Museum of Art, RISD, Providence, RI",Overview: handle left,aa_4575,https://iiif.perseus.tufts.edu/iiif/3/1990.03.0066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.03.0067,i1990030067,aa_4575,Overview: handle rear,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.03.0067/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.03.0067/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.03.0067/full/^50,/0/default.jpg","Photograph by Brooke Hammerle, courtesy of the Museum of Art, RISD, Providence, RI",Overview: handle rear,aa_4575,https://iiif.perseus.tufts.edu/iiif/3/1990.03.0067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.03.0068,i1990030068,aa_4575,Overview: handle right,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.03.0068/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.03.0068/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.03.0068/full/^50,/0/default.jpg","Photograph by Brooke Hammerle, courtesy of the Museum of Art, RISD, Providence, RI",Overview: handle right,aa_4575,https://iiif.perseus.tufts.edu/iiif/3/1990.03.0068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.03.0069,i1990030069,aa_4575,Overview: handle front,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.03.0069/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.03.0069/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.03.0069/full/^50,/0/default.jpg","Photograph by Brooke Hammerle, courtesy of the Museum of Art, RISD, Providence, RI",Overview: handle front,aa_4575,https://iiif.perseus.tufts.edu/iiif/3/1990.03.0069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.03.0070,i1990030070,aa_4575,Rim: view from above,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.03.0070/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.03.0070/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.03.0070/full/^50,/0/default.jpg","Photograph by Brooke Hammerle, courtesy of the Museum of Art, RISD, Providence, RI",Rim: view from above,aa_4575,https://iiif.perseus.tufts.edu/iiif/3/1990.03.0070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.03.0071,i1990030071,aa_4575,Shoulder: floral decoration,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.03.0071/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.03.0071/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.03.0071/full/^50,/0/default.jpg","Photograph by Brooke Hammerle, courtesy of the Museum of Art, RISD, Providence, RI",Shoulder: floral decoration,aa_4575,https://iiif.perseus.tufts.edu/iiif/3/1990.03.0071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.03.0072,i1990030072,aa_4575,Shoulder: floral decoration,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.03.0072/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.03.0072/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.03.0072/full/^50,/0/default.jpg","Photograph by Brooke Hammerle, courtesy of the Museum of Art, RISD, Providence, RI",Shoulder: floral decoration,aa_4575,https://iiif.perseus.tufts.edu/iiif/3/1990.03.0072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999.01.8594,i1999018594,,"Ostia, Sede degli Augustali.",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1999.01.8594/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1999.01.8594/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1999.01.8594/full/^50,/0/default.jpg",Photograph by Maria Daniels,"Ostia, Sede degli Augustali.",,https://iiif.perseus.tufts.edu/iiif/3/1999.01.8594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999.01.8595,i1999018595,,"Ostia, Sede degli Augustali.",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1999.01.8595/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1999.01.8595/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1999.01.8595/full/^50,/0/default.jpg",Photograph by Maria Daniels,"Ostia, Sede degli Augustali.",,https://iiif.perseus.tufts.edu/iiif/3/1999.01.8595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999.01.8596,i1999018596,,"Ostia, Sede degli Augustali.",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1999.01.8596/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1999.01.8596/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1999.01.8596/full/^50,/0/default.jpg",Photograph by Maria Daniels,"Ostia, Sede degli Augustali.",,https://iiif.perseus.tufts.edu/iiif/3/1999.01.8596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999.01.8597,i1999018597,,"Ostia, Sede degli Augustali.",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1999.01.8597/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1999.01.8597/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1999.01.8597/full/^50,/0/default.jpg",Photograph by Maria Daniels,"Ostia, Sede degli Augustali.",,https://iiif.perseus.tufts.edu/iiif/3/1999.01.8597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
